WetPeriod,Station,Start of Wetting Period,End of Wetting Period,Duration (Hrs.),Avg. Temp(F),Rainfall (in.),Anthracnose risk,Wet hrs @ avg temp required for infection,Progress toward infection
188,East Lansing (MSUHort),8/9/2019 0:05,8/9/2019 8:30,8.5,55.1,0,None,16.9,51%
189,East Lansing (MSUHort),8/9/2019 23:20,8/10/2019 8:25,9.2,54.3,0,None,17.5,52%
190,East Lansing (MSUHort),8/10/2019 23:15,8/11/2019 8:25,9.3,55.4,0,None,16.9,55%
191,East Lansing (MSUHort),8/11/2019 23:45,8/12/2019 0:35,0.9,65.6,0,None,12.1,8%
192,East Lansing (MSUHort),8/13/2019 3:15,8/13/2019 6:15,3.1,71,0,None,9.4,32%
193,East Lansing (MSUHort),8/15/2019 5:35,8/15/2019 7:45,2.3,60.6,0,None,14.3,16%
194,East Lansing (MSUHort),8/15/2019 11:05,8/15/2019 13:10,2.2,45.8,0.01,None,23.6,18%
195,East Lansing (MSUHort),8/15/2019 21:45,8/16/2019 10:40,13,58.8,0,None,15.3,86%
196,East Lansing (MSUHort),8/16/2019 23:40,8/17/2019 8:40,9.1,61.8,0,None,13.9,81%
197,East Lansing (MSUHort),8/17/2019 21:40,8/17/2019 21:45,0.2,74.4,0,None,8.1,2%
198,East Lansing (MSUHort),8/18/2019 1:40,8/18/2019 9:00,7.4,67.9,0,None,11.3,67%
199,East Lansing (MSUHort),8/18/2019 14:15,8/18/2019 14:25,0.3,74.8,0,None,8.1,3%
200,East Lansing (MSUHort),8/19/2019 0:05,8/19/2019 9:30,9.5,63.8,0,None,13,79%
201,East Lansing (MSUHort),8/19/2019 23:30,8/20/2019 9:00,9.6,67.7,0,None,11.3,86%
202,East Lansing (MSUHort),8/20/2019 18:10,8/21/2019 8:45,14.7,65.6,0,Low,12.1,140%
203,East Lansing (MSUHort),8/22/2019 23:00,8/23/2019 8:25,9.5,50.2,0,None,19.8,47%
204,East Lansing (MSUHort),8/24/2019 0:25,8/24/2019 8:30,8.2,48.2,0,None,21.2,38%
205,East Lansing (MSUHort),8/24/2019 22:05,8/25/2019 7:40,9.7,53.6,0,None,18.1,55%
206,East Lansing (MSUHort),8/26/2019 3:00,8/26/2019 6:30,3.6,57.7,0,None,15.8,23%
207,East Lansing (MSUHort),8/26/2019 13:55,8/27/2019 11:25,21.6,66.1,0.38,Moderate,11.7,191%
208,East Lansing (MSUHort),8/27/2019 21:15,8/28/2019 8:10,11,59.1,0,None,14.8,74%
209,East Lansing (MSUHort),8/29/2019 3:15,8/29/2019 8:40,5.5,54.5,0,None,17.5,32%
210,East Lansing (MSUHort),8/29/2019 22:10,8/30/2019 8:45,10.7,61.3,0.12,None,13.9,77%
211,East Lansing (MSUHort),8/31/2019 0:55,8/31/2019 8:25,7.6,48.5,0,None,21.2,36%
212,East Lansing (MSUHort),9/1/2019 3:00,9/1/2019 10:55,8,53,0.05,None,18.1,49%
213,East Lansing (MSUHort),9/1/2019 23:55,9/2/2019 9:20,9.5,62.3,0,None,13.4,70%
214,East Lansing (MSUHort),9/2/2019 23:30,9/3/2019 8:00,8.6,61.7,0,None,13.9,62%
215,East Lansing (MSUHort),9/3/2019 22:45,9/4/2019 8:00,9.3,63.9,0.11,None,13,74%
216,East Lansing (MSUHort),9/4/2019 21:05,9/5/2019 9:45,12.8,50,0,None,19.8,64%
217,East Lansing (MSUHort),9/5/2019 20:30,9/6/2019 8:40,12.3,57.1,0,None,15.8,77%
218,East Lansing (MSUHort),9/6/2019 11:10,9/6/2019 13:30,2.4,49.6,0,None,20.4,18%
219,East Lansing (MSUHort),9/6/2019 17:25,9/7/2019 8:30,15.2,61.3,0.02,Low,13.9,109%
220,East Lansing (MSUHort),9/8/2019 6:55,9/8/2019 7:40,0.8,51.6,0,None,19.2,4%
221,East Lansing (MSUHort),9/9/2019 2:40,9/9/2019 3:50,1.3,53.5,0,None,18.1,7%
222,East Lansing (MSUHort),9/9/2019 6:35,9/9/2019 12:05,5.6,50.4,0.02,None,19.8,31%
223,East Lansing (MSUHort),9/10/2019 11:55,9/10/2019 13:35,1.8,70.4,0.24,None,9.9,18%
224,East Lansing (MSUHort),9/11/2019 0:35,9/11/2019 9:20,8.8,68,0,None,10.8,82%
225,East Lansing (MSUHort),9/11/2019 20:50,9/12/2019 12:00,15.3,64.2,0.66,Low,12.6,125%
226,East Lansing (MSUHort),9/12/2019 18:55,9/13/2019 15:30,20.7,61.2,0.11,Low,13.9,181%
227,East Lansing (MSUHort),9/14/2019 2:30,9/14/2019 8:40,6.3,56.7,0,None,16.4,38%
228,East Lansing (MSUHort),9/14/2019 21:20,9/15/2019 6:55,9.7,57.8,0,None,15.8,62%
229,East Lansing (MSUHort),9/15/2019 9:35,9/15/2019 15:05,5.6,48.2,0.07,None,21.2,50%
230,East Lansing (MSUHort),9/16/2019 0:50,9/16/2019 10:20,9.6,65.4,0,None,12.1,79%
231,East Lansing (MSUHort),9/16/2019 20:10,9/17/2019 12:40,16.6,59.3,0,Low,14.8,112%
232,East Lansing (MSUHort),9/17/2019 19:50,9/18/2019 9:25,13.7,56.5,0,None,16.4,84%
233,East Lansing (MSUHort),9/18/2019 21:55,9/19/2019 0:20,2.5,60,0,None,14.3,17%
234,East Lansing (MSUHort),9/19/2019 2:25,9/19/2019 8:35,6.3,58.4,0,None,15.3,41%
235,East Lansing (MSUHort),9/19/2019 21:25,9/20/2019 10:30,13.2,58.9,0,None,15.3,88%
236,East Lansing (MSUHort),9/20/2019 20:50,9/21/2019 8:55,12.2,63.1,0,None,13,93%
237,East Lansing (MSUHort),9/21/2019 16:15,9/22/2019 0:45,8.6,56.1,0.46,None,16.4,95%
238,East Lansing (MSUHort),9/22/2019 6:55,9/22/2019 9:35,2.8,68.1,0.06,None,10.8,25%
239,East Lansing (MSUHort),9/22/2019 20:35,9/23/2019 9:55,13.4,65.5,0.2,Low,12.1,117%
240,East Lansing (MSUHort),9/23/2019 21:35,9/24/2019 9:10,11.7,53.4,0,None,18.1,65%
241,East Lansing (MSUHort),9/24/2019 20:40,9/24/2019 20:45,0.2,63.1,0,None,13,1%
242,East Lansing (MSUHort),9/26/2019 1:30,9/26/2019 2:40,1.3,44.7,0,None,25.2,10%
243,East Lansing (MSUHort),9/26/2019 20:35,9/27/2019 4:45,8.3,47.4,0,None,22,38%
244,East Lansing (MSUHort),9/27/2019 15:05,9/28/2019 15:00,24,60.9,0.81,Moderate,14.3,183%
245,East Lansing (MSUHort),9/28/2019 20:00,9/30/2019 13:20,41.4,55.9,0.83,High,16.9,252%
246,East Lansing (MSUHort),9/30/2019 20:20,10/1/2019 1:30,5.3,71.3,0,None,9.4,55%
247,East Lansing (MSUHort),10/1/2019 13:25,10/3/2019 14:25,49.1,56.5,1.17,High,16.4,377%
248,East Lansing (MSUHort),10/4/2019 2:10,10/4/2019 3:45,1.7,48.6,0,None,21.2,8%
249,East Lansing (MSUHort),10/5/2019 3:50,10/5/2019 8:05,4.3,42.5,0,None,30,15%
250,East Lansing (MSUHort),10/5/2019 21:15,10/6/2019 8:50,11.7,44.6,0.04,None,25.2,68%
251,East Lansing (MSUHort),10/7/2019 4:25,10/7/2019 9:30,5.2,50.3,0,None,19.8,26%
252,East Lansing (MSUHort),10/7/2019 21:15,10/8/2019 9:55,12.8,41.1,0,None,32.4,25%
253,East Lansing (MSUHort),10/8/2019 19:35,10/9/2019 9:45,14.3,44.6,0,None,25.2,55%
254,East Lansing (MSUHort),10/9/2019 21:20,10/10/2019 9:35,12.3,47.7,0,None,22,56%
255,East Lansing (MSUHort),10/11/2019 8:30,10/12/2019 0:25,16,58,0.65,Low,15.3,105%
256,East Lansing (MSUHort),10/14/2019 19:30,10/15/2019 8:45,13.3,34,0,None,0,2%
257,East Lansing (MSUHort),10/15/2019 16:05,10/15/2019 16:20,0.3,56.5,0.06,None,16.4,2%
258,East Lansing (MSUHort),10/15/2019 21:25,10/16/2019 2:25,5.1,44.4,0.13,None,25.2,31%
259,East Lansing (MSUHort),10/16/2019 10:10,10/16/2019 13:10,3.1,44.7,0,None,25.2,13%
260,East Lansing (MSUHort),10/16/2019 16:25,10/16/2019 17:05,0.8,45.8,0,None,23.6,3%
261,East Lansing (MSUHort),10/16/2019 19:10,10/16/2019 19:35,0.5,37,0,None,0,2%
262,East Lansing (MSUHort),10/17/2019 5:15,10/17/2019 9:10,4,39.3,0,None,0,1%
263,East Lansing (MSUHort),10/18/2019 0:25,10/18/2019 9:45,9.4,33.5,0,None,0,2%
264,East Lansing (MSUHort),10/18/2019 19:25,10/19/2019 8:50,13.5,37.7,0,None,0,4%
265,East Lansing (MSUHort),10/20/2019 3:10,10/20/2019 6:45,3.7,46.6,0,None,22.8,17%
266,East Lansing (MSUHort),10/20/2019 19:10,10/21/2019 1:10,6.1,49.2,0,None,20.4,29%
267,East Lansing (MSUHort),10/21/2019 12:50,10/21/2019 22:10,9.4,52.1,0.21,None,18.6,63%
268,East Lansing (MSUHort),10/22/2019 16:30,10/22/2019 21:00,4.6,42.3,0.03,None,30,19%
269,East Lansing (MSUHort),10/23/2019 22:20,10/23/2019 22:20,0.1,45.8,0,None,23.6,0%
270,East Lansing (MSUHort),10/24/2019 0:45,10/24/2019 2:15,1.6,42.2,0,None,30,7%
271,East Lansing (MSUHort),10/24/2019 21:25,10/24/2019 22:50,1.5,41.2,0,None,32.4,5%
272,East Lansing (MSUHort),10/25/2019 19:10,10/26/2019 9:55,14.8,31.9,0,None,0,0%
273,East Lansing (MSUHort),10/26/2019 15:05,10/27/2019 10:35,19.6,50.5,1.21,None,19.8,100%
274,East Lansing (MSUHort),10/27/2019 19:50,10/28/2019 9:30,13.8,39.2,0,None,0,16%
275,East Lansing (MSUHort),10/28/2019 22:30,10/29/2019 4:25,6,49.6,0,None,20.4,30%
276,East Lansing (MSUHort),10/29/2019 8:15,10/29/2019 13:00,4.8,44.4,0,None,25.2,19%
277,East Lansing (MSUHort),10/29/2019 22:40,11/1/2019 0:35,50,39,1.64,None,0,76%
278,East Lansing (MSUHort),11/1/2019 10:10,11/1/2019 11:00,0.9,32.7,0.05,None,0,0%
279,East Lansing (MSUHort),11/2/2019 5:00,11/2/2019 5:40,0.8,35.8,0,None,0,0%
280,East Lansing (MSUHort),11/2/2019 8:05,11/2/2019 9:00,1,37.7,0,None,0,0%
281,East Lansing (MSUHort),11/2/2019 16:30,11/2/2019 16:30,0.1,39.1,0,None,0,0%
282,East Lansing (MSUHort),11/2/2019 18:45,11/3/2019 0:20,5.7,34.9,0.02,None,0,0%
283,East Lansing (MSUHort),11/4/2019 1:50,11/4/2019 6:35,4.8,37.8,0.01,None,0,16%
284,East Lansing (MSUHort),11/5/2019 4:35,11/5/2019 8:50,4.3,34.7,0,None,0,0%
285,East Lansing (MSUHort),11/6/2019 3:05,11/6/2019 12:05,9.1,26.8,0,None,0,0%
286,East Lansing (MSUHort),11/7/2019 0:15,11/7/2019 1:40,1.5,31.5,0,None,0,0%
287,East Lansing (MSUHort),11/10/2019 9:55,11/10/2019 13:40,3.8,38.9,0,None,0,0%
288,East Lansing (MSUHort),11/15/2019 14:35,11/15/2019 14:55,0.4,33.7,0.04,None,0,0%
289,East Lansing (MSUHort),11/15/2019 22:20,11/16/2019 2:15,4,25.5,0,None,0,0%
290,East Lansing (MSUHort),11/16/2019 7:55,11/16/2019 10:50,3,18.3,0,None,0,0%
291,East Lansing (MSUHort),11/17/2019 6:15,11/17/2019 10:40,4.5,18,0,None,0,0%
292,East Lansing (MSUHort),11/18/2019 21:45,11/19/2019 12:35,14.9,32.2,0.01,None,0,0%
293,East Lansing (MSUHort),11/21/2019 9:10,11/22/2019 6:20,21.3,39.6,0.18,None,0,61%
294,East Lansing (MSUHort),11/22/2019 19:40,11/23/2019 12:20,16.8,24.7,0,None,0,0%
295,East Lansing (MSUHort),11/24/2019 1:00,11/24/2019 11:50,10.9,29.9,0,None,0,0%
296,East Lansing (MSUHort),11/24/2019 22:35,11/25/2019 1:25,2.9,41.1,0,None,32.4,9%
297,East Lansing (MSUHort),11/25/2019 6:30,11/25/2019 10:05,3.7,37.8,0,None,0,0%
298,East Lansing (MSUHort),11/25/2019 23:10,11/25/2019 23:25,0.3,43.3,0,None,27.6,1%
299,East Lansing (MSUHort),11/26/2019 2:15,11/26/2019 11:55,9.8,35.5,0,None,0,7%
300,East Lansing (MSUHort),11/26/2019 20:15,11/27/2019 20:50,24.7,41.2,0.77,None,32.4,82%
301,East Lansing (MSUHort),12/1/2019 0:25,12/2/2019 10:30,34.2,32.7,0.68,None,0,0%
302,East Lansing (MSUHort),12/9/2019 6:00,12/9/2019 20:40,14.8,46.7,0.26,None,22.8,66%
303,East Lansing (MSUHort),12/14/2019 4:25,12/14/2019 22:10,17.8,31.5,0,None,0,0%
304,East Lansing (MSUHort),12/17/2019 1:40,12/17/2019 4:10,2.6,24.3,0,None,0,0%
305,East Lansing (MSUHort),12/23/2019 19:40,12/25/2019 11:50,40.3,32,0,None,0,0%
306,East Lansing (MSUHort),12/25/2019 19:35,12/26/2019 5:25,9.9,39.8,0,None,0,18%
307,East Lansing (MSUHort),12/26/2019 9:05,12/26/2019 10:50,1.8,45.5,0,None,23.6,8%
308,East Lansing (MSUHort),12/26/2019 19:35,12/26/2019 22:15,2.8,50.7,0,None,19.8,14%
309,East Lansing (MSUHort),12/29/2019 5:10,12/30/2019 9:40,28.6,46.2,2.12,Low,22.8,119%
1,East Lansing (MSUHort),1/3/2020 3:00,1/3/2020 9:15,6.3,38.1,0,None,0,1%
2,East Lansing (MSUHort),1/4/2020 8:20,1/4/2020 11:30,3.3,30.6,0,None,0,0%
3,East Lansing (MSUHort),1/5/2020 19:20,1/5/2020 21:05,1.8,34.3,0.01,None,0,0%
4,East Lansing (MSUHort),1/7/2020 16:00,1/7/2020 16:25,0.5,32.6,0.01,None,0,0%
5,East Lansing (MSUHort),1/10/2020 15:35,1/14/2020 15:40,96.2,31.9,2.1,None,0,70%
6,East Lansing (MSUHort),1/15/2020 3:05,1/15/2020 10:45,7.8,29,0,None,0,0%
7,East Lansing (MSUHort),1/15/2020 15:20,1/15/2020 23:20,8.1,34.6,0,None,0,0%
8,East Lansing (MSUHort),1/18/2020 9:55,1/18/2020 20:10,10.3,33.1,0.21,None,0,0%
9,East Lansing (MSUHort),1/24/2020 1:10,1/27/2020 4:05,75,33.6,0.46,None,0,0%
10,East Lansing (MSUHort),1/28/2020 11:55,1/28/2020 12:05,0.3,31.8,0,None,0,0%
11,East Lansing (MSUHort),2/1/2020 13:10,2/1/2020 21:00,7.9,33,0.03,None,0,0%
12,East Lansing (MSUHort),2/3/2020 0:30,2/3/2020 10:40,10.3,32.4,0,None,0,0%
13,East Lansing (MSUHort),2/7/2020 14:40,2/7/2020 15:10,0.6,31.2,0.07,None,0,0%
14,East Lansing (MSUHort),2/8/2020 12:40,2/9/2020 12:10,23.6,24.3,0.01,None,0,0%
15,East Lansing (MSUHort),2/9/2020 21:35,2/10/2020 6:30,9,33.5,0.14,None,0,0%
16,East Lansing (MSUHort),2/10/2020 12:45,2/10/2020 14:45,2.1,31.5,0.06,None,0,0%
17,East Lansing (MSUHort),2/18/2020 1:15,2/18/2020 8:35,7.4,34.2,0.08,None,0,0%
18,East Lansing (MSUHort),2/24/2020 4:35,2/24/2020 9:35,5.1,33.1,0,None,0,0%
19,East Lansing (MSUHort),2/24/2020 19:25,2/25/2020 15:20,20,33.3,0.15,None,0,0%
20,East Lansing (MSUHort),3/5/2020 3:20,3/5/2020 7:35,4.3,24,0,None,0,0%
21,East Lansing (MSUHort),3/5/2020 18:45,3/6/2020 10:25,15.8,34.7,0.11,None,0,0%
22,East Lansing (MSUHort),3/7/2020 7:10,3/7/2020 8:20,1.3,20.3,0,None,0,0%
23,East Lansing (MSUHort),3/9/2020 18:40,3/10/2020 9:00,14.4,48.5,0.18,None,21.2,66%
24,East Lansing (MSUHort),3/10/2020 20:50,3/11/2020 9:15,12.5,33,0,None,0,0%
25,East Lansing (MSUHort),3/13/2020 0:35,3/13/2020 2:05,1.6,45.7,0.02,None,23.6,7%
26,East Lansing (MSUHort),3/16/2020 15:10,3/16/2020 16:15,1.2,37.1,0.01,None,0,0%
27,East Lansing (MSUHort),3/17/2020 0:55,3/17/2020 4:50,4,36.4,0,None,0,0%
28,East Lansing (MSUHort),3/17/2020 22:50,3/18/2020 2:30,3.8,29.4,0,None,0,0%
29,East Lansing (MSUHort),3/18/2020 16:00,3/20/2020 0:50,32.9,41.1,0.25,None,32.4,71%
30,East Lansing (MSUHort),3/23/2020 7:20,3/23/2020 11:10,3.9,31.6,0.15,None,0,0%
31,East Lansing (MSUHort),3/23/2020 23:25,3/24/2020 9:15,9.9,30.7,0,None,0,0%
32,East Lansing (MSUHort),3/25/2020 0:05,3/25/2020 1:55,1.9,31.3,0,None,0,0%
33,East Lansing (MSUHort),3/26/2020 15:45,3/27/2020 11:40,20,39.7,0.17,None,0,40%
34,East Lansing (MSUHort),3/27/2020 22:25,3/29/2020 7:50,33.5,46.1,1.18,Moderate,22.8,139%
35,East Lansing (MSUHort),3/29/2020 12:45,3/29/2020 19:25,6.8,34.3,0.03,None,0,28%
36,East Lansing (MSUHort),3/30/2020 13:30,3/30/2020 14:30,1.1,34.6,0,None,0,3%
37,East Lansing (MSUHort),3/31/2020 6:50,3/31/2020 10:40,3.9,36.9,0,None,0,0%
38,East Lansing (MSUHort),4/1/2020 3:25,4/1/2020 10:00,6.7,39.1,0,None,0,3%
39,East Lansing (MSUHort),4/2/2020 0:10,4/2/2020 7:55,7.8,36.9,0,None,0,2%
40,East Lansing (MSUHort),4/2/2020 23:30,4/3/2020 7:05,7.7,34.6,0,None,0,5%
41,East Lansing (MSUHort),4/4/2020 11:05,4/5/2020 6:55,19.9,40.6,0.03,None,34.8,48%
42,East Lansing (MSUHort),4/5/2020 22:45,4/6/2020 7:40,9,31.5,0,None,0,0%
43,East Lansing (MSUHort),4/6/2020 23:55,4/7/2020 11:30,11.7,43.3,0.02,None,27.6,49%
44,East Lansing (MSUHort),4/7/2020 18:45,4/8/2020 8:25,13.8,53,0.77,None,18.1,76%
45,East Lansing (MSUHort),4/8/2020 20:15,4/9/2020 10:50,14.7,38.3,0.17,None,0,41%
46,East Lansing (MSUHort),4/9/2020 16:40,4/9/2020 19:55,3.3,33.4,0.01,None,0,0%
47,East Lansing (MSUHort),4/10/2020 8:10,4/10/2020 8:10,0.1,33.9,0.01,None,0,0%
48,East Lansing (MSUHort),4/11/2020 3:00,4/11/2020 3:00,0.1,28,0,None,0,0%
49,East Lansing (MSUHort),4/12/2020 1:05,4/12/2020 7:05,6.1,39.1,0.04,None,0,24%
50,East Lansing (MSUHort),4/12/2020 16:45,4/12/2020 17:05,0.4,57.5,0,None,15.8,3%
51,East Lansing (MSUHort),4/12/2020 19:35,4/12/2020 20:15,0.8,56.7,0,None,16.4,5%
52,East Lansing (MSUHort),4/12/2020 23:45,4/13/2020 8:55,9.3,49.4,0.03,None,20.4,42%
53,East Lansing (MSUHort),4/15/2020 9:25,4/15/2020 11:20,2,28.6,0.05,None,0,0%
54,East Lansing (MSUHort),4/16/2020 7:50,4/16/2020 8:35,0.8,27.5,0,None,0,0%
55,East Lansing (MSUHort),4/17/2020 8:05,4/18/2020 8:10,24.2,31.9,0.11,None,0,0%
56,East Lansing (MSUHort),4/20/2020 21:55,4/21/2020 0:40,2.8,39.4,0.12,None,0,11%
57,East Lansing (MSUHort),4/22/2020 4:10,4/22/2020 6:30,2.4,25,0,None,0,0%
58,East Lansing (MSUHort),4/22/2020 10:20,4/22/2020 11:55,1.7,31.2,0,None,0,0%
59,East Lansing (MSUHort),4/22/2020 16:10,4/24/2020 9:50,41.8,37.3,0.5,None,0,35%
60,East Lansing (MSUHort),4/24/2020 21:50,4/25/2020 6:00,8.3,35.7,0,None,0,2%
61,East Lansing (MSUHort),4/27/2020 1:55,4/27/2020 7:25,5.6,31.3,0,None,0,0%
62,East Lansing (MSUHort),4/27/2020 18:45,4/27/2020 23:25,4.8,46.9,0.06,None,22.8,23%
63,East Lansing (MSUHort),4/28/2020 4:15,4/28/2020 6:55,2.8,43.9,0,None,27.6,10%
64,East Lansing (MSUHort),4/28/2020 20:30,4/29/2020 12:45,16.3,49,0.6,Low,20.4,101%
65,East Lansing (MSUHort),4/30/2020 4:30,4/30/2020 16:15,11.8,47.9,0.35,None,22,59%
1,East Lansing (MSUHort),5/1/2020 4:15,5/1/2020 7:10,3,40.1,0,None,34.8,4%
2,East Lansing (MSUHort),5/3/2020 0:05,5/3/2020 1:30,1.5,56.3,0,None,16.4,9%
3,East Lansing (MSUHort),5/7/2020 4:20,5/7/2020 5:10,0.9,33.5,0,None,0,0%
4,East Lansing (MSUHort),5/10/2020 12:00,5/10/2020 23:55,12,38,0.36,None,0,34%
5,East Lansing (MSUHort),5/11/2020 23:05,5/11/2020 23:35,0.6,31.5,0,None,0,0%
6,East Lansing (MSUHort),5/12/2020 7:00,5/12/2020 7:25,0.5,30.7,0,None,0,0%
7,East Lansing (MSUHort),5/13/2020 3:05,5/13/2020 7:40,4.7,29.3,0,None,0,0%
8,East Lansing (MSUHort),5/14/2020 5:15,5/15/2020 13:00,31.8,53.5,1.71,Moderate,18.1,208%
9,East Lansing (MSUHort),5/15/2020 22:15,5/15/2020 22:15,0.1,61.7,0,None,13.9,1%
10,East Lansing (MSUHort),5/16/2020 0:35,5/16/2020 1:55,1.4,49.7,0,None,20.4,8%
11,East Lansing (MSUHort),5/16/2020 5:15,5/16/2020 7:45,2.6,50.7,0,None,19.8,13%
12,East Lansing (MSUHort),5/17/2020 7:20,5/19/2020 12:50,53.6,55.3,1.86,High,16.9,330%
13,East Lansing (MSUHort),5/19/2020 17:40,5/19/2020 18:30,0.9,42.7,0,None,30,7%
14,East Lansing (MSUHort),5/20/2020 2:30,5/20/2020 7:15,4.8,49,0,None,20.4,26%
15,East Lansing (MSUHort),5/22/2020 9:10,5/22/2020 13:10,4.1,61.1,0.03,None,13.9,29%
16,East Lansing (MSUHort),5/22/2020 21:20,5/23/2020 8:55,11.7,59.4,0,None,14.8,79%
17,East Lansing (MSUHort),5/24/2020 4:10,5/24/2020 4:30,0.4,63.2,0,None,13,3%
18,East Lansing (MSUHort),5/24/2020 23:40,5/25/2020 8:45,9.2,64.6,0,None,12.6,74%
19,East Lansing (MSUHort),5/25/2020 19:40,5/26/2020 7:55,12.3,65.3,0.01,Low,12.1,112%
20,East Lansing (MSUHort),5/26/2020 19:55,5/27/2020 0:15,4.4,62.7,0,None,13.4,49%
21,East Lansing (MSUHort),5/27/2020 4:55,5/27/2020 7:20,2.5,64.3,0,None,12.6,20%
22,East Lansing (MSUHort),5/27/2020 21:50,5/27/2020 22:00,0.3,71.2,0,None,9.4,3%
23,East Lansing (MSUHort),5/28/2020 3:05,5/28/2020 14:35,11.6,59.2,0.02,Low,14.8,111%
24,East Lansing (MSUHort),5/28/2020 18:35,5/28/2020 22:00,3.5,62.8,0.01,None,13.4,35%
25,East Lansing (MSUHort),5/29/2020 5:35,5/29/2020 13:10,7.7,58.1,0.33,None,15.3,55%
26,East Lansing (MSUHort),5/31/2020 23:50,6/1/2020 8:10,8.4,42.9,0,None,30,28%
27,East Lansing (MSUHort),6/1/2020 20:25,6/2/2020 1:10,4.8,49.9,0.09,None,20.4,32%
28,East Lansing (MSUHort),6/3/2020 2:15,6/3/2020 5:30,3.3,65.9,0.02,None,12.1,30%
29,East Lansing (MSUHort),6/4/2020 1:25,6/4/2020 8:10,6.8,57.4,0,None,15.8,43%
30,East Lansing (MSUHort),6/4/2020 23:15,6/5/2020 8:05,8.9,60.4,0,None,14.3,62%
31,East Lansing (MSUHort),6/6/2020 3:05,6/6/2020 8:10,5.2,61,0,None,13.9,37%
32,East Lansing (MSUHort),6/7/2020 3:05,6/7/2020 7:45,4.8,52.1,0,None,18.6,25%
33,East Lansing (MSUHort),6/9/2020 21:55,6/10/2020 0:00,2.2,42.3,0.01,None,30,28%
34,East Lansing (MSUHort),6/10/2020 6:25,6/10/2020 6:30,0.2,78.5,0,None,8.1,2%
35,East Lansing (MSUHort),6/10/2020 14:35,6/10/2020 17:45,3.3,66.1,0.8,None,11.7,29%
36,East Lansing (MSUHort),6/11/2020 0:10,6/11/2020 4:45,4.7,46.5,0.02,None,22.8,32%
37,East Lansing (MSUHort),6/11/2020 20:50,6/12/2020 7:50,11.1,56.3,0.07,None,16.4,68%
38,East Lansing (MSUHort),6/14/2020 2:55,6/14/2020 7:20,4.5,40.5,0,None,34.8,9%
39,East Lansing (MSUHort),6/15/2020 2:35,6/15/2020 7:45,5.3,43.8,0,None,27.6,19%
40,East Lansing (MSUHort),6/16/2020 0:55,6/16/2020 8:05,7.3,52.4,0,None,18.6,39%
41,East Lansing (MSUHort),6/17/2020 0:40,6/17/2020 8:15,7.7,56.4,0,None,16.4,47%
42,East Lansing (MSUHort),6/18/2020 1:30,6/18/2020 8:05,6.7,55.4,0,None,16.9,40%
43,East Lansing (MSUHort),6/19/2020 3:30,6/19/2020 7:20,3.9,59.7,0,None,14.8,27%
44,East Lansing (MSUHort),6/20/2020 0:35,6/20/2020 7:15,6.8,61.1,0,None,13.9,51%
45,East Lansing (MSUHort),6/20/2020 14:40,6/20/2020 14:45,0.2,84.3,0,None,12.4,1%
46,East Lansing (MSUHort),6/21/2020 15:40,6/22/2020 8:20,16.8,60.6,0.55,Low,14.3,156%
47,East Lansing (MSUHort),6/22/2020 22:05,6/23/2020 16:05,18.1,54.2,0.25,Low,17.5,149%
48,East Lansing (MSUHort),6/25/2020 1:00,6/25/2020 8:05,7.2,56.4,0,None,16.4,44%
49,East Lansing (MSUHort),6/26/2020 0:25,6/26/2020 7:25,7.1,54.7,0,None,17.5,41%
50,East Lansing (MSUHort),6/26/2020 15:10,6/26/2020 15:15,0.2,75.5,0.01,None,7.7,2%
51,East Lansing (MSUHort),6/26/2020 20:15,6/27/2020 11:05,14.9,68.6,1.08,Low,10.8,139%
52,East Lansing (MSUHort),6/28/2020 0:00,6/28/2020 7:50,7.9,61.4,0,None,13.9,57%
53,East Lansing (MSUHort),6/28/2020 22:20,6/29/2020 8:10,9.9,64,0,None,12.6,78%
54,East Lansing (MSUHort),6/30/2020 3:30,6/30/2020 7:30,4.1,64.1,0,None,12.6,32%
55,East Lansing (MSUHort),7/1/2020 2:15,7/1/2020 7:50,5.7,62.7,0,None,13.4,43%
56,East Lansing (MSUHort),7/2/2020 1:55,7/2/2020 8:10,6.3,64.7,0,None,12.6,51%
57,East Lansing (MSUHort),7/3/2020 1:05,7/3/2020 7:35,6.6,65.8,0,None,12.1,55%
58,East Lansing (MSUHort),7/4/2020 4:15,7/4/2020 7:20,3.2,67.3,0,None,11.3,28%
59,East Lansing (MSUHort),7/5/2020 0:05,7/5/2020 8:30,8.5,63.9,0,None,13,67%
60,East Lansing (MSUHort),7/6/2020 2:35,7/6/2020 8:00,5.5,68.1,0,None,10.8,50%
61,East Lansing (MSUHort),7/7/2020 5:25,7/7/2020 7:10,1.8,64.8,0,None,12.6,15%
62,East Lansing (MSUHort),7/8/2020 3:45,7/8/2020 7:35,3.9,68,0,None,10.8,36%
63,East Lansing (MSUHort),7/8/2020 15:15,7/8/2020 16:00,0.8,75.6,0.21,None,7.7,10%
64,East Lansing (MSUHort),7/9/2020 0:55,7/9/2020 8:10,7.3,71.1,0,None,9.4,77%
65,East Lansing (MSUHort),7/10/2020 7:05,7/10/2020 12:55,5.9,69.7,0.56,None,10.3,63%
66,East Lansing (MSUHort),7/10/2020 17:05,7/10/2020 18:45,1.8,57.2,0,None,15.8,23%
67,East Lansing (MSUHort),7/11/2020 23:20,7/12/2020 8:10,8.9,61.3,0,None,13.9,64%
